TCGA-38-4631-11A-01D-1756-05	TCGA-50-6591-11A-01D-1756-05	TCGA-50-5931-11A-01D-1756-05	TCGA-44-6145-11A-01D-1756-05	TCGA-50-5936-11A-01D-1626-05	TCGA-44-6148-11A-01D-1756-05	TCGA-50-6594-11A-01D-1756-05	TCGA-44-2668-11A-01D-1551-05	TCGA-44-2665-11A-01D-1551-05	TCGA-73-4676-11A-01D-1756-05	TCGA-50-5933-11A-01D-1756-05	TCGA-44-5643-11A-01D-1626-05	TCGA-44-5645-11A-01D-1626-05	TCGA-44-2656-11A-01D-1551-05	TCGA-73-4658-11A-01D-1756-05	TCGA-50-6592-11A-01D-1756-05	TCGA-44-6778-11A-01D-1856-05	TCGA-44-6144-11A-01D-1756-05	TCGA-50-6593-11A-01D-1756-05	TCGA-44-6146-11A-01D-1756-05	TCGA-44-6147-11A-01D-1756-05	TCGA-44-2662-11A-01D-1551-05	TCGA-44-2659-11A-01D-1551-05	TCGA-50-5939-11A-01D-1626-05	TCGA-05-5420-11A-01D-1626-05	TCGA-38-4632-11A-01D-1756-05	TCGA-50-5935-11A-01D-1756-05	TCGA-49-6745-11A-01D-1856-05	TCGA-50-5932-11A-01D-1756-05	TCGA-50-5930-11A-01D-1756-05	TCGA-44-2655-11A-01D-1551-05	TCGA-49-4488-11A-01D-1756-05
cg20284039	0.471317891053324	0.399738684386179	0.417854261185571	0.386323894652522	0.560917229066435	0.636826839817803	0.378693502904772	0.713175205605093	0.419675375206939	0.658784850041061	0.602865297642973	0.594118707696869	0.441950001498297	0.646756636735328	0.423303358261171	0.351507882755104	0.709959768596746	0.552868231209198	0.442187153373077	0.543718156567493	0.370660737639029	0.811201574681416	0.561622792435524	0.535867812190215	0.516394758332642	0.658847831958887	0.395729693083176	0.509497693365619	NA	0.65743030713743	0.539203205484205	0.448300915037184
cg15161854	0.340514705436426	0.430743482623665	0.432936429596021	0.329291135584722	0.334526944631993	0.305745911293197	0.350996476800677	0.283900857589454	0.42865563641311	0.358298522248002	0.228705940583193	0.34230568938383	0.461854133326969	0.328304512254998	0.354252298242572	0.317043404123753	0.37832065085592	0.346960406698733	0.356544112840975	0.327409099640091	0.396374792967261	0.327360223717652	0.31559364096353	0.36052040234015	0.300681780215813	0.359828223755495	0.379331556778215	0.373301692582701	0.342732729481574	0.374750702875825	0.377257224621573	0.358105532207984
cg00368924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13494368	0.0206594646943928	0.0487851627311929	0.0218361682657529	0.0426296078998009	0.024471278438575	0.0364397175000878	0.0246054709803661	0.021279937775049	0.0217390579486959	0.0434173963577636	0.0447109613563912	0.0277337853155615	0.021358681544683	0.0209724746578467	0.0507145527222998	0.0256417520146999	0.030275344556876	0.038858766014981	0.0424893610198431	0.0452074271278574	0.0343393461115685	0.0204201241170163	0.0195373277779188	0.0266007350662176	0.0206257428217136	0.0318881268832794	0.0389733200069914	0.0297080030819222	0.0372076709448674	0.0341320707462799	0.0254526503070502	0.0492373846700739
cg08866608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17009616	0.535062891177329	0.514398935296194	0.533670251864824	0.568927182714115	0.50142986521463	0.599551405474354	0.487215530990626	0.534600283568294	0.677944535773156	0.574914261169395	0.409586115989972	0.581260127120887	0.578333070431535	0.541490102952653	0.48975505582095	0.59712454180628	0.558047046998942	0.574244926389253	0.560113570691002	0.608748844206129	0.503271535799883	0.564813424419671	0.565960207441753	0.606876852402789	0.566652942733278	0.485782717738176	0.581732116279267	0.575002996083569	0.557798742476605	0.509153373155704	0.598081646619524	0.532640482857038
cg09013981	0.0504524613490818	0.0537505558513859	0.0271115313837262	0.0487506662054595	0.0346440613803063	0.060584886534311	0.0405423023679737	0.038716222144267	0.083085774152398	0.0708072763489832	0.0324155287629901	0.0339630313690344	0.0329423654155143	0.0190607732234235	0.0751078913650538	0.0728100877870416	0.0463183844026279	0.0480885879295696	0.0994156316322337	0.0392201289524324	0.0408585905144172	0.045296415725954	0.0272696640515663	0.0291467328685518	0.0348435457228073	0.0582352261946077	0.0597582842990056	0.0330403459376445	0.0658385718211765	0.0403991423096272	0.0184897275837182	0.0513831540772608
cg24048283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16329197	0.0526380341556084	0.16040658602665	0.236908657951714	0.253270876665386	0.148796456482583	0.106830538007257	0.0444474362617777	0.139302552476952	0.144900879984168	0.152651358818205	0.101052072386587	0.0371307526388358	0.167474499168547	0.0765840749533605	0.137600064846602	0.215385395059716	0.0358868242543723	0.230755970855809	0.13667481314368	0.104027562392907	0.118844103634803	0.126407655238977	0.177690696798675	0.196794539597259	0.182767687151478	0.152795579173427	0.106418539075617	0.223860422282222	0.19013969888922	0.220856701417543	0.161478458611134	0.0987043202131319
cg01745370	0.119956875774151	0.170462819505622	0.15171302033808	0.121589567978751	0.15476175754686	0.0858702822565827	0.129688337752436	0.097136866110555	0.09863328224097	0.101587171475546	0.0917237637148618	0.0981560342709405	0.196735210674959	0.0829355496743716	0.161938412581675	0.143335404326671	0.178193505779282	0.139574766784087	0.186484279990604	0.16009677334298	0.158747639901907	0.109033717467567	0.123545226422884	0.152644129884549	0.147560880283724	0.122950916894492	0.252038520395772	0.169983673219346	0.163406341125131	0.108320999841021	0.0965591316822178	0.144924711387565
cg23636682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18444757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09894072	0.0374609728784417	0.0338696668497719	0.0410276940017056	0.0361322527986308	0.0373795563668308	0.0341591909114529	0.0250244527121699	0.0295706746196129	0.0257355991296172	0.058375685274553	0.0382304184788022	0.0345367471298611	0.0291548715335284	0.03067754698267	0.0274509001821064	0.0244052396335973	0.0379753309942823	0.0392215190061642	0.0284982603229992	0.080468461366534	0.029983460713513	0.0197739065954941	0.0235595498628667	0.0302834540043031	0.0263784127294983	0.0309193564686243	0.0402400570048139	0.0392177660510344	0.0299497314070326	0.038352186606514	0.0340447520636286	0.0385922454788397
cg24786498	0.0178923901706065	0.0225785532537816	0.0173743676833218	0.0204371887059445	0.0167838677997831	0.0147844568064844	0.0174308936711285	0.0187635679283381	0.016688682706959	0.022218760345717	0.0428844775897273	0.0167856137254906	0.0120239484276132	0.0144629469529256	0.0236458779386807	0.015536392380897	0.0173381028982641	0.016220130896305	0.0185396577904498	0.0185444614277216	0.0205388303841026	0.0179658915554522	0.0142319554025106	0.0157244641707065	0.0135459346452252	0.0157794093334031	0.0190591682063761	0.020770883323985	0.0217363953054898	0.0175767280203044	0.0149962567574645	0.0196824508580145
cg03596877	0.668730278127891	0.746435698403639	0.755831614422778	0.732404686182628	0.655424628860368	0.642001870128511	0.736215203368765	0.793449668084884	0.725438613785186	0.664327827505629	0.666714089552512	0.745979164406619	0.664771695201611	0.85885220253659	0.76087813538397	0.708656788897996	0.705058752324713	0.632201124440456	0.728037262811536	0.69223282651454	0.7174573671422	0.789784079250026	0.729882154485741	0.709282627608766	0.75879069764413	0.729980050107829	0.663190360872542	0.729491631605643	0.686701946669501	0.766702373056818	0.737169579639695	0.694986369029917
cg01843020	0.165673622473066	0.176987892978068	0.182160654035139	0.192973705196602	0.176139873507876	0.162140710103995	0.17733781873641	0.158360432972542	0.17056781737588	0.153845664852374	0.214831657218853	0.180230107128402	0.155911389469943	0.14994089762267	0.14390603895894	0.168655605098135	0.149508727705597	0.220091274437342	0.202732145749821	0.23033277462062	0.172128282821568	0.143545863869992	0.173310449832775	0.171527674706575	0.190782722890382	0.164523311828853	0.200305793252573	0.202505064355974	0.174608319482765	0.206627860306277	0.188225988454781	0.180732726771283
cg02045971	0.570614135740169	0.486441889653324	0.475116032656431	0.417483371621132	0.395440950072203	0.37278334109784	0.489731333481047	0.317966216882829	0.342878354861966	0.308602951019074	0.343522918409493	0.272565069182659	0.387481293628961	0.460959259035568	0.521585166635219	0.622410300482505	0.295158479968391	0.478144374922192	0.48095562461605	0.43732884914307	0.525302627868145	0.423203957363611	0.49092905005327	0.363512216214632	0.479575841147902	0.454547541527397	0.437759949459697	0.386528396366728	0.403624700086018	0.391330666750285	0.42732006827235	0.465504247067875
cg00588198	0.705658666718239	0.68823317450179	0.783173281915368	0.662740007785825	0.758211410088781	0.6845749180008	0.580735395646983	0.848660520928911	0.501648040477845	0.673316349158105	0.56815197041912	0.752080242632832	0.544271492874535	0.847692186800229	0.70380783910218	0.400578845126844	0.841175795622233	0.538958253665131	0.586468160846642	0.417387913779122	0.737461547447071	0.862629252940564	0.889828105179414	0.680974341722087	0.585414184331722	0.775601471737544	0.588063180011018	0.685496405261836	0.665255108534921	0.532587240154559	0.246211798830829	0.784054562889385
cg25864125	0.0221199094114367	0.022513146306509	0.0254636996716009	0.0224000905688316	0.0177669354971673	0.0183650120514538	0.0207698740513237	0.0198707736194803	0.01939357934235	0.0316531528400956	0.0172107443328788	0.0206134185315323	0.01845588692043	0.0196820444027734	0.0207792268600749	0.0260002958366014	0.0194388111848554	0.0215945310671555	0.020977455992977	0.0217656058569266	0.0179959323338114	0.0230463173419514	0.0197555761616094	0.0154353844505895	0.01809635823234	0.0184254481664423	0.0167145064169728	0.022685490074624	0.0187054106305033	0.0182106031445612	0.0214436009257928	0.0294133252015895
cg02534072	0.621018132690242	0.57995978251273	0.578699382412523	0.6803105794319	0.578008410565205	0.657806236027662	0.531013418826437	0.798711668931323	0.8037536899469	0.553771730388999	0.574234753124617	0.671534446923241	0.579158073893208	0.777597965272348	0.559444542420692	0.538475617727688	0.616315247855712	0.696710017750766	0.752007382208726	0.599267983340731	0.592701469033428	0.740776881921619	0.792617756691234	0.608464066132776	0.596365177316813	0.702591392776731	0.571092908339917	0.664818630871826	0.591508334114422	0.731009581145312	0.665726950987505	0.558510290354138
cg01251591	0.0258571301921622	0.03619800308899	0.0189609917296334	0.0331205548217588	0.0288654879536568	0.0268344306792962	0.0277019019614888	0.0217805778821961	0.0204576350753777	0.0406943214815759	0.027286791154336	0.024068419784753	0.0230328994591913	0.0205186301466102	0.0231082803946147	0.0258488950455718	0.0272751992808984	0.0262346243190139	0.025736490493346	0.0231301177255905	0.0287946737159611	0.0279224992099262	0.0198659507577582	0.0202197084904286	0.0237737396213396	0.0170513235270631	0.0258275501811646	0.042123315634947	0.0326392740520515	0.0233639842436644	0.0243044648058104	0.0255736859760898
cg03533561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11730100	0.0448117090143601	0.0284175382648947	0.0311985009554715	0.0259688307739854	0.0282486129462146	0.0291348299061048	0.0365443369734021	0.020274229586517	0.0180792028459903	0.0694446537383752	0.0223054069299509	0.0207172758276092	0.0255192423695553	0.0203721395549727	0.0290338451607606	0.0294667759467556	0.0301884137939713	0.0286674469856096	0.032955929013807	0.0287399664171247	0.0268794620030109	0.0170814711770468	0.0213212082377133	0.0240160540931903	0.0298303670722819	0.0350469306028627	0.0303482130224475	0.0296071207592073	0.0312022049091347	0.0398697359604505	0.0373814997786794	0.0304776714909055
cg11398523	0.0195703006713989	0.0172757876166108	0.0161454604050995	0.0193873478449061	0.0144933267097901	0.0182453890937934	0.0191567553943504	0.0120057468864938	0.011271999544676	0.0177413928584405	0.0191467063059778	0.0150806790537687	0.0184582978677898	0.0114584280496074	0.0257986409271551	0.0250107875435016	0.0171601335376067	0.0170290772636141	0.0174411024775192	0.0180339079498262	0.0163579142277497	0.0107505764531611	0.0133561027240034	0.0136558012687177	0.0126184292163664	0.0144017988595308	0.016811924222678	0.0200589918895877	0.0194608599214054	0.014629211003883	0.0110000277723831	0.0166873198075656
cg03149245	0.276163808962032	0.262028627722607	0.280470462736104	0.25200137557428	0.211841562311343	0.246540600071032	0.257558557801852	0.355583542592807	0.461352679477123	0.281898729051097	0.178687952245248	0.230314842870779	0.230814603920694	0.315305194339084	0.244451594265724	0.276839035207475	0.269787443277634	0.239617038357942	0.331504429088948	0.438792507602322	0.238741816349233	0.34528198734383	0.208585463038055	0.220938100593445	0.279143339533308	0.326140848278262	0.259438241946112	0.256641736955822	0.291500863546203	0.262740993068972	0.322517567963646	0.324424151556237
cg00007076	0.386295643692382	0.508012282549724	0.611643620909319	0.455732714655753	0.468563367821752	0.396775254451996	0.549635525583231	0.402274079975088	0.444759547363385	0.481139731155868	0.403851830336705	0.477855894173796	0.521448575834638	0.485445184985115	0.495689351196724	0.392332141603509	0.501270092056026	0.472170783621533	0.443164129975313	0.479385256144682	0.5244340081577	0.523809543651521	0.406265379734823	0.507715361895218	0.418976332325944	0.524744433376571	0.475706917095728	0.453297046573234	0.472001719301635	0.480341514652815	0.467153875572657	0.444059208460189
cg13885842	0.783204299627134	0.859112899183521	0.840938087644344	0.827636804433375	0.862363634897891	0.90108942338062	0.875007024067187	0.943733102312024	0.942861245125237	0.882544453058543	0.889923880546304	0.899339827030555	0.90077845333602	0.954136166165816	0.899074517836358	0.87165574947926	0.825159962969025	0.789977113198727	0.873065157283935	0.79564915518854	0.88414748563297	0.946820099402568	0.935180391559843	0.905683528574856	0.916999317687024	0.855254268917309	0.861084457476354	0.818573715122045	0.868178476680558	0.825558484751326	0.924751041077539	0.849427596214601
cg02105472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16031515	0.736090721787394	0.735527942197336	0.691319654574827	0.713966523871143	0.737715651740885	0.585725040658277	0.723553848774757	0.608777844147451	0.641382498257487	0.778633275395796	0.69813196002218	0.790691253452226	0.720736425762176	0.677728729507978	0.693817162301782	0.626920133503204	0.767276705022554	0.709513669743539	0.812660248828504	0.734838195598275	0.753917138378008	0.751548463155226	0.574481993742132	0.731006813155406	0.640915410481719	0.752749667530989	0.748189258626115	0.628075153127301	0.689647607982809	0.754971071677699	0.820005254540835	0.734881203160292
cg02225143	0.0245492974375207	0.0253453066253167	0.0310901055013992	0.0326168448482863	0.0223268516351922	0.040956021902756	0.0219856345299487	0.0213131582626862	0.0211821770666933	0.0270398680910723	0.0231855267973042	0.0262525985707794	0.0242820584041754	0.0228504975740614	0.0259398793998992	0.0445458954672718	0.0336274873861681	0.0243862156736382	0.0262194223937735	0.0257241863181288	0.0237113565660136	0.0235393673829832	0.0243855449139779	0.0194386337853095	0.0214533347377202	0.0208114145354983	0.0223845856663271	0.0218941414891801	0.0207518146096535	0.0270716429841904	0.0219881071985368	0.0340467571178561
cg12163646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08979319	0.305303515659339	0.219553061341153	0.181192941127888	0.290256402899848	0.247005601395154	0.350385857581735	0.302361218675086	0.235372485413718	0.216887056103339	0.276766275778236	0.301463530620733	0.312157761949012	0.218524382031188	0.307081276362587	0.333582186190219	0.402866247890223	0.378148791908955	0.261819453536388	0.331887724503173	0.289133927094317	0.177136535105478	0.148614484030584	0.249834621863213	0.181760856352429	0.307053182482809	0.277666601106795	0.3431140077168	0.374571784892681	0.291668622761455	0.233103543978762	0.234769752751473	0.369127028431795
cg10010922	0.0163527963464929	0.0190228907757547	0.016470622814152	0.017974462695141	0.0164931338629467	0.0141634708327095	0.0159274424519836	0.0152883084889118	0.0135509780438232	0.0232270467122842	0.0216309342827046	0.016317814091811	0.0304637656332507	0.0174193863403021	0.0208683261072545	0.0271195034248549	0.0199925734938795	0.0188705422529618	0.0209680983855291	0.0244300207052301	0.0163834710246382	0.0147640811119786	0.0148835595190566	0.0203730952946445	0.0172921605568044	0.0176648797205012	0.0192940903800636	0.0240255621715195	0.0216845428176993	0.0211786188180402	0.0141237578876848	0.0179356065233878
ch.8.54249749F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10409248	0.0211771639281093	0.0175183806072814	0.0182097861495433	0.0274984734745139	0.0235184914867212	0.0144740427010013	0.0219022821246636	0.0125020797806513	0.0128337358222761	0.0248498715970759	0.0237658212145302	0.0171198490612396	0.0240618383424265	0.013057222809924	0.0598710351450244	0.0207025697189389	0.0391287286567382	0.0261505286887952	0.0336403683361854	0.0216737684460213	0.0141206059483448	0.0142785797956973	0.0187775489321599	0.012207037066711	0.0153972804347897	0.0178851419590564	0.0229499192997212	0.0222677401884179	0.0194694656666108	0.0220247588058702	0.0108653512300483	0.0294324295186263
cg01645874	0.872628845204814	0.848110545408893	0.922408198395267	0.912823159627438	0.911761728206827	0.894696582026425	0.874313340305558	0.915163471658461	0.937112173476896	0.899126550825376	0.890050735698345	0.909057919092324	0.918654333539966	0.890021936099158	0.822759698888013	0.885960122216117	0.898156616980133	0.915852591834085	0.889517758566022	0.892651622046762	0.936878211080461	0.92811792702999	0.916329465334617	0.872796511016056	0.876983790901472	0.91049200132851	0.872514407812788	0.900284579210394	0.894026973191204	0.923498566497875	0.919187234740201	0.879759417468125
cg24845246	0.921757648141998	0.935241130172156	0.918788476630521	0.929295420590689	0.920474936669803	0.875957029082748	0.946030097783264	0.954181087995717	0.946202104112936	0.93730745587608	0.934074366840813	0.932333795281945	0.935564500771065	0.955313713612788	0.926349153817936	0.824355217245993	0.881520266627707	0.938184580968509	0.931786345240202	0.934223847534902	0.924471809825027	0.96368196693956	0.949690257237836	0.929441836257499	0.932704886121444	0.910061283086223	0.921935118485582	0.921254040321963	0.913588345174691	0.945956015738083	0.949958924935116	0.933350104552354
cg24514921	0.0373148381289295	0.0363406451004775	0.0392796607083282	0.0434085536226987	0.0254526167772512	0.0297188444841849	0.0453841344231825	0.024703689420884	0.0398267840322288	0.0350873117933274	0.046200447750671	0.0215729095037469	0.0277441389283382	0.0248133383022318	0.0383062918061813	0.0330179836063312	0.0368999781218493	0.033913669386885	0.0394769927639332	0.0404990576053334	0.057125479218711	0.0228058956936068	0.0417836628581783	0.0225224641380553	0.0271263269691867	0.03588109974824	0.0394001407946321	0.0371652099022542	0.041802815572427	0.0356786003853824	0.0253370238461602	0.0476727983015508
cg22700505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00776430	0.106914323224827	0.104488342226475	0.156844794738585	0.107028710811573	0.0376050424962068	0.059102852811304	0.107015386693782	0.074161471227576	0.132004882122486	0.0582533373387383	0.0546559597686655	0.0530315140907421	0.0704381400716282	0.0629222021858755	0.119949075971267	0.112454050880785	0.0470539217148172	0.0548471380841764	0.140982007065059	0.0443419050154991	0.131232992926521	0.064313593593448	0.147828982886116	0.0507216472259921	0.0515048292881522	0.0411940717180317	0.159336280873238	0.0652413253377001	0.0453365836996286	0.0488599988650752	0.210348365199432	0.126792288938994
cg19087888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15159880	0.0153180865862087	0.0229847127779633	0.0124689183286478	0.0165529600669803	0.0175440053711797	0.0177893657850842	0.0150989266264578	0.0144799479722017	0.0157813870573229	0.0203539951645716	0.0180827240198651	0.0169441983371225	0.0141464773453723	0.0124553461312082	0.0195631365262577	0.0136627583762459	0.0181818288863415	0.0147558405789369	0.0155861974480448	0.018665756314513	0.0163467327889043	0.0155315769480841	0.0164036505899519	0.0119457255892961	0.0134324027939029	0.0179386884628437	0.0183935587399641	0.0160380247909435	0.0214281793962667	0.0172998925074346	0.0147685838405996	0.0224254692515159
cg01330815	0.489886890211361	0.542959802912686	0.527591182401862	0.565264431129319	0.459980439782262	0.518605866982875	0.458650083934506	0.589859513889636	0.505850900969031	0.537569605376902	0.509306392506739	0.506552044631885	0.520636730535134	0.482772901223037	0.52909885722526	0.558247122538316	0.465473203058221	0.525284992374703	0.570108032715594	0.637853203000846	0.50036242009308	0.581642667535516	0.720809928723217	0.534222105565239	0.471669624094939	0.611659710910399	0.538191019695958	0.507209941937435	0.505431007281313	0.559480877030413	0.595078270935789	0.494323773225473
cg09859103	0.0391554784355791	0.041057939216009	0.048354037089254	0.0511514133047758	0.042844593171429	0.032419995475598	0.031277364642827	0.0348842741300394	0.0522146958734813	0.0380546719531397	0.0522464474752827	0.0316169059683714	0.0370577181583074	0.0271738042553253	0.0389290118715237	0.0286987712280358	0.036505685546465	0.051148616422658	0.0586239003963058	0.0452582333295948	0.0474971808322244	0.0267606642375645	0.0197183519575787	0.0364224306807818	0.033822111453374	0.0451634115892784	0.0499404110871751	0.0704198121070289	0.043035782899868	0.0473207691995885	0.033315928682256	0.0513172047033306
cg23956648	0.681612853793927	0.614578185404393	0.667801650955931	0.699537723114883	0.592197352956551	0.784520061456256	0.664591210266075	0.656072861649048	0.735044999984661	0.574845557257125	0.722397638347697	0.681042529383991	0.704883593183301	0.67006011271314	0.621412324350517	0.636874649625927	0.63836447714489	0.649582818697785	0.671533570296429	0.765659201536872	0.595484618001722	0.726640531715095	0.793019105034368	0.670536417498628	0.673362150419866	0.681307995978688	0.72825552140772	0.706447690466347	0.64514429466541	0.655320222965782	0.737505790431411	0.683044505036348
cg08479865	0.904201174745329	0.862316858779197	0.906509653992625	0.895717946210778	0.858711335409447	0.900309489221966	0.928370813159211	0.889327783712776	0.875096031287097	0.918471719125949	0.912120710850582	0.887220499719979	0.932956842259552	0.941922511149437	0.935068796776807	0.9304857663562	0.906385038977905	0.931717724222273	0.913662683811678	0.872699943860029	0.918855212457841	0.880555282717128	0.920313373921013	0.90039927815017	0.885340639535101	0.904621929711784	0.912289013970453	0.923778191025254	0.899026329543874	0.94775489098159	0.918546975826371	0.921069540867966
cg27068095	0.464880327925925	0.469522391871685	0.564658898088589	0.528947570389654	0.443426817823203	0.499072252301749	0.489037671273676	0.52308126322712	0.450761904975661	0.462579513667294	0.46260912886235	0.479763555212927	0.540945123828914	0.478645508207177	0.550718833606259	0.54629117165254	0.549885726757208	0.467177955471183	0.626280018419987	0.48294526833245	0.524871923517183	0.539754311850678	0.46604903168386	0.505042500277468	0.447665274458797	0.604617135520434	0.551288817664986	0.467238790432018	0.460297020131178	0.542295441270048	0.501712114321959	0.553380515316629
cg23094674	0.322919836716792	0.2978828802521	0.300013532437053	0.328737598921038	0.291196328040596	0.270360099262101	0.388819750439874	0.256814893081984	0.268714220383779	0.294205838831986	0.305244193223077	0.297691590611668	0.34018330201313	0.265362480138721	0.35414398618476	0.324267744113279	0.34888976554676	0.392108626338955	0.355733696131647	0.334751370683241	0.301745333793398	0.264004421429143	0.281339653335941	0.288898735617257	0.306855850631566	0.290120185139216	0.379406732266218	0.324959445864645	0.308110873091516	0.272926423363721	0.26992851872279	0.391130453039364
cg25228870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01357263	0.023820991358011	0.0323919971157563	0.0265016329066622	0.0307633746240904	0.0278203465586421	0.0256236217116427	0.0189390255662663	0.0165745176985407	0.0161902302999838	0.0267917206830354	0.0251698009733041	0.0230894947777245	0.0266052910722189	0.0163652439330604	0.0254382227229602	0.0328004094375658	0.0222312378566691	0.04011055570097	0.0309809199887041	0.0313478703640925	0.0248652309752514	0.0185049695224386	0.0169553128834563	0.0232255631074779	0.0182788785288309	0.0407670332881461	0.0293049960795014	0.0265843173157787	0.0289688753822816	0.0387681624420876	0.0194316875764433	0.0219028725104827
cg13024709	0.0265000217712019	0.0201703219364569	0.0175262171215469	0.0275084098386058	0.020177692289483	0.018926967747726	0.0319890500623382	0.0199258276345002	0.0222227965643023	0.0215253049563379	0.0290940358390692	0.0180397682399164	0.0191286712345358	0.0193333924408319	0.026475530969299	0.0282543553783285	0.0407065978839233	0.0243608708238652	0.0223653314496779	0.032101974316605	0.0247434899598976	0.0204896627892854	0.0170570404150793	0.0172051089790644	0.0192236363192476	0.023259374771389	0.0226085427451973	0.0336382137349366	0.0292668955077815	0.0218709220310889	0.0178292214327717	0.036815625345463
cg02409108	0.0837435226190728	0.0304584886645761	0.0313859888910993	0.0525398929369573	0.0293945635091515	0.034748028151517	0.0314324205195217	0.0393039451254824	0.0439427629799309	0.0488030910221178	0.115944383313857	0.0211767326703675	0.032600090040304	0.0387136907837983	0.0803381574721862	0.0248328556035445	0.0251217373034436	0.0313163621844824	0.0273195227112177	0.0347517993677437	0.0801528651356315	0.0403684072956367	0.0592974711944597	0.0466393104125077	0.0434158489990281	0.0388266671172761	0.0412483130859354	0.0574948100452421	0.069954011113141	0.0282064935899402	0.0520780302049286	0.0956548888154058
cg22823821	0.914730411351869	0.882900836769172	0.917724546496507	0.918208025980089	0.880419648593986	0.916429021399729	0.859142709994168	0.959355679786341	0.957115289522687	0.887390878896484	0.919864313155698	0.910860847602209	0.890329622600093	0.94096888389353	0.896746616748585	0.900998842319132	0.927082733699827	0.936134523693717	0.923940051686675	0.896834533031005	0.899766406903587	0.942747674307038	0.935130669508274	0.926258407571333	0.907353141044946	0.948218842507189	0.886270375905351	0.899328442735759	0.923323289928625	0.94587548621243	0.939947417228441	0.867237327056112
cg12579230	0.911852810453546	0.886575401349992	0.911067433952559	0.932224048317665	0.893058959553718	0.93467100087249	0.922890679309302	0.940773792412682	0.934075738096544	0.903700886761589	0.921383494276888	0.932130005944936	0.909080087452731	0.922355059214624	0.935844281648348	0.893604812217414	0.932795862811526	0.911098793239285	0.939681703734598	0.917108956762987	0.921761881443813	0.968916883223662	0.908422561954862	0.909636696722424	0.905687518813538	0.852598982593322	0.91378874054635	0.822378854522343	0.895850525003385	0.939336301451624	0.922163568978838	0.905311408810136
cg26400835	0.665587639228015	0.738581133260754	0.703671458450196	0.716539347812179	0.607713952049107	0.726207382922629	0.69161120802876	0.651077868485389	0.69677408190511	0.718629289234732	0.567993812650323	0.624953024310168	0.61148705179671	0.79218979555961	0.794709318646691	0.691371648277271	0.72136790059589	0.690645787216246	0.784379273544132	0.714509091827116	0.738010924100995	0.659893484269305	0.738443737910006	0.718088726831082	0.681159464591878	0.748102046201825	0.675363543308819	0.583638338872659	0.659616132329459	0.811753496821551	0.69998156187001	0.701163753666804
cg21982467	0.0182023305518396	0.0154901214065491	0.0190208470744266	0.0210478608115371	0.0151757800490564	0.0148870511447164	0.0147818448668121	0.0170343046094649	0.0152486969993911	0.0203230197328457	0.0174016925445314	0.0229281647107931	0.019933114964828	0.0123888875607893	0.0175237999880054	0.0407443037637676	0.018513596180507	0.0173130683450069	0.0204830371657102	0.0264820092107814	0.0146062384216772	0.0152451441809245	0.0142745326969076	0.0150763313278327	0.0171031344839389	0.017122909326772	0.014900903849004	0.0169315480137487	0.0168213818964657	0.0177221060819409	0.0136686132496471	0.0198398246688659
