CpgSite	Statistic	P-value
cg10131836	-1.73571169568	0.0832358601396
cg07379344	0.036823665528	0.970640419752
cg19892758	NA	NA
cg12430029	1.45540563612	0.146189600414
cg14364447	0.949804889826	0.342673959381
cg12296532	0.0730452657126	0.941799543303
cg11614195	0.946453968951	0.344377939059
cg05985501	0.413732331338	0.679248977402
cg20676760	NA	NA
cg03393017	-15.4808166378	2.18722490154e-44
cg21009747	-2.41274254766	0.0161947472755
cg23011194	0.844733151643	0.39866793324
cg03939709	-11.0916011584	1.0900779665e-25
cg00650088	0.0493120707087	0.960690450551
cg19440734	-20.6309432021	9.76042868905e-69
cg05403241	4.81924929475	1.91845451157e-06
cg12476188	15.1045817661	1.10950215885e-42
cg08202827	NA	NA
cg05787106	NA	NA
cg00523450	-10.1456659687	4.18464862816e-22
cg24844441	1.20757053536	0.227788000988
ch.2.226789810F	-1.61805687231	0.10628604572
cg26520468	-16.3045627768	3.61747244616e-48
cg11610614	-6.42354628535	3.12383974314e-10
cg14445437	-0.666927908532	0.50512830833
cg18960218	-1.6476311257	0.100061694314
cg14013337	-6.55777620563	1.37417337035e-10
cg23630276	-0.152840949919	0.878585859661
cg01046026	-7.87054679056	2.23481369951e-14
cg15176874	NA	NA
cg23184638	-14.6288891692	1.51049480968e-40
cg01750507	4.88373020464	1.40651741552e-06
cg12754571	12.6686651054	4.60533297547e-32
cg00563768	-1.04175478179	0.29803288602
cg24110916	-1.96309377279	0.0501936543882
cg12157194	NA	NA
cg01369413	-14.5717883175	2.7134700183e-40
cg20778199	-1.60338058002	0.109487218519
cg25958450	NA	NA
cg24528602	2.45669780274	0.014363555529
cg05908587	1.02066371088	0.307911356704
cg17554814	0.0539605158337	0.956988348945
cg01564640	6.78761765185	3.2638947305e-11
cg18744021	-3.77170947857	0.000181695230093
cg03389890	21.7298053958	4.68639887115e-74
cg02278768	15.9625728573	1.36729483667e-46
cg03722525	-11.8284902094	1.30769371934e-28
cg18515527	-4.34359683589	1.70060000955e-05
cg23729417	19.8996312624	3.30192703421e-65
cg02278760	-0.883907663955	0.377174297728
cg25674863	-5.07937699188	5.36976914276e-07
cg02278766	1.65917563318	0.0977125352144
cg24377062	-3.15497523786	0.00170257579992
cg01609611	4.17007009128	3.59431279763e-05
cg15262515	NA	NA
cg18910298	-15.1909662816	4.51764863369e-43
cg18448565	-10.5189416765	1.70123525179e-23
cg16283287	8.86639064293	1.36442354427e-17
cg09772382	1.19030894053	0.234494375158
cg22822656	21.7439795662	4.00099406157e-74
cg23621158	1.58106440107	0.114500754648
cg18304093	-0.511655520742	0.60911982935
cg05876625	-10.7490956448	2.27879485891e-24
cg02313850	-4.63535957071	4.56162506665e-06
cg05686445	9.14455313274	1.54431143733e-18
cg23855257	1.46520839887	0.143497651071
cg13867669	-1.26208800678	0.207510247668
cg17620121	5.31595196333	1.60702953597e-07
cg08450091	-11.1984956595	4.17270936705e-26
cg02367992	NA	NA
cg17385483	NA	NA
cg27072820	-0.342883872814	0.731831092656
cg23319797	-0.305550270876	0.760075278513
ch.2.1471425F	-3.18036803	0.00156387836968
cg07663496	-2.17642552788	0.0299945188686
cg26804023	-0.492214977732	0.622785161823
cg06446456	-7.45294345143	4.09345033902e-13
cg08178168	-11.7148441157	3.7484399005e-28
cg00018557	-1.14071903633	0.254537345764
cg23187159	2.78893036461	0.00549154622283
cg23817981	22.9132502549	8.64698266009e-80
cg15644671	10.4615586265	2.79657290034e-23
cg11866303	-22.3996783707	2.66030626433e-77
cg25344142	NA	NA
cg03067068	0.977367065672	0.328863906783
cg19359550	-0.746455090282	0.455746203867
cg07356957	4.90390395103	1.2754421076e-06
cg05705812	0.538973980497	0.590146633438
cg05705813	NA	NA
cg10458392	-1.55712839485	0.120077810737
cg22231070	NA	NA
cg25409944	1.89599433485	0.058541720414
cg13563932	0.901287644908	0.367872823248
cg22504024	-2.05933186445	0.0399838710064
cg27501380	-0.288086239744	0.773401064897
cg09605111	0.639986133502	0.522477118671
cg16264642	-4.0613344774	5.66998674258e-05
cg08359751	NA	NA
cg21525592	3.47969040702	0.000546243181348
cg19083363	0.871042262912	0.384152465932
cg13333267	10.3821606781	5.5474224506e-23
cg13333265	0.207358493606	0.835815000085
cg18804080	0.916284954056	0.359962733715
cg19604896	NA	NA
cg11028950	-1.25633494721	0.209585949122
cg27650778	2.7117162926	0.00692590942837
cg11122939	-0.0418553358151	0.966630865014
cg15861189	-12.4381750746	4.19587832851e-31
cg25570411	-1.78688390325	0.0745668254458
cg20117477	NA	NA
cg21966764	-23.2488590481	2.05047652442e-81
cg26585981	-13.854813461	4.01752099868e-37
cg19356854	NA	NA
cg07872608	NA	NA
cg06799163	-3.72589494461	0.00021700374946
cg22424835	0.0946539281867	0.924627939227
cg20013688	NA	NA
cg10631854	-3.52186698824	0.000468089758137
cg07222181	0.176020186268	0.860349924695
cg20071884	13.4732147604	1.76683767841e-35
cg22776211	2.08751326533	0.0373515094895
cg06325540	-16.0418351409	5.90432144132e-47
cg06645921	29.4321536898	6.84576834463e-111
cg27235955	-5.66517288668	2.49222767713e-08
cg02455203	-5.52414106404	5.35309980556e-08
cg09367046	0.243910383953	0.807401080822
cg16306654	17.4290631747	2.02573908892e-53
cg16051558	-0.635606055152	0.525326358659
cg04492193	-2.18650744658	0.0292450320058
cg23332817	1.00520411784	0.315288701012
cg03877767	NA	NA
cg20638582	13.9401719922	1.66216735739e-37
cg20638583	-15.606578601	5.84360188139e-45
cg14043104	-1.43754472203	0.151193833962
cg08920252	-4.06436722265	5.59912584929e-05
cg22971720	NA	NA
cg19218082	NA	NA
cg19754520	24.500507451	1.83433126086e-87
cg24848467	-9.56445261747	5.27969041527e-20
cg12704098	-4.37342340246	1.49205849718e-05
cg02538774	NA	NA
cg10896456	-2.42354381591	0.0157266490978
cg25513635	25.883789011	4.1170881038e-94
cg25820693	0.58201168837	0.560823245225
cg24179483	0.129225382428	0.897231696669
cg02538772	NA	NA
cg18439833	NA	NA
cg04093349	24.1349732917	1.06504567176e-85
cg05551889	4.67354846162	3.819543773e-06
cg03898962	0.486497481974	0.626829810042
cg24193422	0.966502859585	0.334263626046
cg00412294	NA	NA
cg13561792	-4.7705987402	2.41917139485e-06
cg23346787	-9.51855702786	7.67394850602e-20
cg08617346	-18.5576489903	9.01815860037e-59
cg18603581	-16.0250257409	7.05599591502e-47
cg08318587	NA	NA
cg25580656	15.1000899771	1.16250953647e-42
cg23811117	-0.2744966331	0.783817280303
cg08434594	0.897042649179	0.37013134626
cg13559099	0.97757830005	0.328759484425
cg20862283	NA	NA
cg22902977	0.310437214853	0.756358899858
cg03706273	10.7735997043	1.8368567014e-24
cg20499730	0.769711299832	0.441837573424
cg22870710	NA	NA
cg25851488	NA	NA
cg00035326	-3.30674438511	0.00101232089915
cg09665160	2.02731885968	0.0431651320143
cg10911354	-18.9113432919	1.96015506645e-60
cg24845734	-0.0588956640091	0.953058932096
cg03048457	0.524308958983	0.600297889467
cg14140379	-15.8470920986	4.63639264955e-46
cg26068180	NA	NA
cg09616959	1.61859218335	0.106170706519
cg19623877	2.17538086151	0.0300731177272
cg09101894	-19.8786420859	4.16754169707e-65
cg19623875	0.266662958752	0.789839501121
cg18249868	-0.0337486882694	0.973091130087
cg11231715	NA	NA
cg22226839	-1.71561805387	0.0868564630317
cg25350986	3.88089675058	0.000118130357819
cg11702351	NA	NA
cg22009464	10.6635112607	4.82732958722e-24
cg09951349	7.35018170902	8.21834937656e-13
cg14161399	-3.43200783169	0.000649212930968
cg23429638	0.773984657274	0.439309358403
cg25054736	NA	NA
cg10783371	10.9716765564	3.18076168926e-25
cg05848485	1.58310038878	0.114035967673
cg02060434	1.12939924436	0.259275356463
cg26859690	-0.0425764447323	0.966056306527
cg24569018	-2.12253138844	0.0342879566304
cg17931807	-1.07571646324	0.282577051035
cg05384957	-11.6535989798	6.5964031098e-28
cg00595356	NA	NA
cg08248600	NA	NA
cg11525285	18.3284110373	1.1154997268e-57
cg06471744	NA	NA
cg11525280	4.51328514474	7.98049556457e-06
cg25433157	5.14533630025	3.8537121538e-07
cg06471748	-9.16196662249	1.34532562675e-18
cg26701408	8.66442823055	6.44264390044e-17
cg17479999	NA	NA
cg02943188	-24.5202588434	1.47311855531e-87
cg04088137	-0.868680546693	0.385442011387
cg09319227	1.11263306185	0.266405008356
cg24701270	8.30267682354	9.74172904706e-16
cg20946753	1.04330932339	0.297313279776
cg24654228	NA	NA
cg08150470	NA	NA
cg18625804	0.420519196989	0.674288335295
cg02995055	-10.7151248803	3.07109815623e-24
cg14334425	0.780023717389	0.435748971728
cg08994658	0.456563812901	0.648184457893
cg10605681	2.02432231457	0.0434724119315
cg10316026	NA	NA
cg16400486	5.8577645493	8.55225674866e-09
cg03429582	-0.686143541333	0.492943200854
cg02065141	-0.355359598352	0.722471279257
cg05233816	-17.022604059	1.64224392577e-51
cg05429359	-0.607141420826	0.544034891501
cg22439198	-0.759382879452	0.447984297022
cg04001556	0.294083975675	0.768816761164
cg16400488	-1.62386926734	0.10503901564
cg02065148	-9.41481079448	1.77913898647e-19
cg04149930	-5.35249510162	1.32838966507e-07
cg06585403	NA	NA
cg15579587	9.93066961983	2.55989856223e-21
cg24805258	-5.31781615808	1.59153621648e-07
cg03976336	-1.2688379854	0.205093977992
cg10485768	NA	NA
cg05822335	-2.66765378477	0.00788813126068
cg14599871	-0.811576593806	0.417423915631
cg25654072	-1.87655319415	0.0611662411645
cg08196106	-3.10272832386	0.0020268074218
cg09944213	12.0277666956	2.03598296214e-29
cg06523744	0.140530255441	0.888298100093
cg25166437	23.362386243	5.78615420392e-82
cg11289591	NA	NA
cg15911409	-9.0736627308	2.95327819498e-18
cg09835220	-16.4878849636	5.11374428633e-49
cg00989142	-0.228188424789	0.819593800448
cg09835225	11.6326203223	8.00240528249e-28
cg18044111	-4.23307208134	2.74728205904e-05
cg18044113	3.0346257663	0.00253476352453
cg25132931	-9.6103086152	3.62925483197e-20
cg09420816	0.868082848461	0.385768787073
cg23580725	-12.4842499224	2.7022259441e-31
cg05336982	-10.3581800908	6.81798937818e-23
cg01701837	-7.43108829712	4.75046315553e-13
cg03704653	-3.26187429578	0.00118299065034
cg25376032	3.62406059869	0.000327701870439
cg18416919	NA	NA
cg09186748	NA	NA
cg13903460	-0.28810419435	0.773387329562
cg17879478	9.3648262993	2.66190483879e-19
cg25034991	-18.2263436648	3.41214148813e-57
cg25789533	4.64819421787	4.297977777e-06
cg01920980	-5.78712967776	1.27035316022e-08
cg08357947	NA	NA
cg12853742	0.100503597177	0.919985137905
cg11111600	0.0253086784493	0.97981893056
cg27541349	2.66056867015	0.0080535980888
cg06647382	1.7599091747	0.0790395872433
cg15044252	NA	NA
cg01771213	-12.2216128781	3.28208401617e-30
ch.14.34005785F	0.415124447648	0.678230309316
cg15135264	NA	NA
cg04947136	NA	NA
cg09667649	-0.17941335762	0.857686411033
cg08662595	-0.284722915582	0.775975270334
cg27518014	-8.24258658614	1.60856585576e-15
cg19723154	-13.6303249943	3.70484711488e-36
cg00987246	10.9387362142	4.26334934733e-25
cg22718729	-0.243725516512	0.80754418343
cg07143052	-2.51869424555	0.0120925409253
cg08386537	NA	NA
cg00784357	-0.552363484508	0.580948156577
cg27491224	NA	NA
cg06803184	-0.980572073833	0.327281850091
cg12678686	3.62534526074	0.00031839261604
cg09790628	0.886575186901	0.375737310778
cg15472574	-0.492710765645	0.622435006012
cg09727277	11.6253844662	8.55350265012e-28
cg02603756	-5.55436929753	4.55013612011e-08
cg01733271	-0.764441309572	0.444967818176
cg20655113	NA	NA
cg11228717	-9.16234062345	1.34134310882e-18
cg19074496	-0.516654136799	0.605627893957
cg19074493	-3.92613910398	9.85314958383e-05
cg08570346	-2.54339466166	0.0112806110193
cg26432195	2.13784429931	0.0330175373105
cg04945335	NA	NA
cg10912077	0.390513544373	0.696324504514
cg08570341	0.499736395667	0.617482313218
cg12355586	10.4652719777	2.70819252709e-23
cg21525413	0.214128094588	0.830535165381
cg01477427	-3.18039856866	0.00156276321807
cg11732257	-2.5442189924	0.0112543721274
cg13241681	-2.92846403737	0.00356309485083
cg04229487	-8.68772219934	5.39355301308e-17
cg26568880	-1.35209205533	0.176963291912
cg17696517	NA	NA
cg02827729	0.797083995166	0.425783636642
cg00001364	-2.34279191437	0.019534385107
cg14011789	NA	NA
cg19301897	10.2440464912	1.81195757072e-22
cg05799811	-3.94299008694	9.20522600406e-05
cg09060908	-4.22141814827	2.8880412546e-05
cg01468309	1.53985510728	0.124233370706
